symbol,datetime,security_id,bid_price,bid_order_qty,bid_executed_qty,ask_order_qty,ask_executed_qty
CS2503,2025-02-12 21:41:19.338000-11:00,205000008290,2553,2155,3681,1918,3918
CS2503,2025-02-12 21:41:21.822000-11:00,205000008290,2553,2156,3681,1919,3918
CS2503,2025-02-12 21:41:26.048000-11:00,205000008290,2553,2156,3682,1920,3918
CS2503,2025-02-12 21:41:28.792000-11:00,205000008290,2553,2158,3682,1920,3920
CS2503,2025-02-12 21:41:30.041000-11:00,205000008290,2553,2159,3682,1921,3920
CS2503,2025-02-12 21:41:31.543000-11:00,205000008290,2553,2160,3682,1922,3920
CS2503,2025-02-12 21:41:31.817000-11:00,205000008290,2553,2163,3682,1922,3923
CS2503,2025-02-12 21:41:32.045000-11:00,205000008290,2553,2164,3682,1923,3923
CS2503,2025-02-12 21:41:35.320000-11:00,205000008290,2553,2165,3682,1924,3923
CS2503,2025-02-12 21:41:35.549000-11:00,205000008290,2553,2167,3682,1926,3923
CS2503,2025-02-12 21:41:35.828000-11:00,205000008290,2553,2168,3682,1927,3923
CS2503,2025-02-12 21:41:36.558000-11:00,205000008290,2553,2169,3682,1928,3923
CS2503,2025-02-12 21:41:37.345000-11:00,205000008290,2553,2170,3682,1929,3923
CS2503,2025-02-12 21:41:37.828000-11:00,205000008290,2553,2172,3682,1931,3923
CS2503,2025-02-12 21:41:39.293000-11:00,205000008290,2553,2173,3682,1932,3923
CS2503,2025-02-12 21:41:42.041000-11:00,205000008290,2553,2174,3682,1933,3923
CS2503,2025-02-12 21:41:47.061000-11:00,205000008290,2553,2178,3690,1940,3928
CS2503,2025-02-12 21:41:54.792000-11:00,205000008290,2553,2179,3690,1940,3929
CS2503,2025-02-12 21:41:57.060000-11:00,205000008290,2553,2180,3690,1941,3929
CS2503,2025-02-12 21:41:57.832000-11:00,205000008290,2553,2180,3710,1954,3936
CS2503,2025-02-12 21:41:58.050000-11:00,205000008290,2553,2180,3716,1955,3941
CS2503,2025-02-12 21:41:59.819000-11:00,205000008290,2553,2180,3717,1955,3942
CS2503,2025-02-12 21:42:01.552000-11:00,205000008290,2553,2181,3717,1956,3942
CS2503,2025-02-12 21:42:02.792000-11:00,205000008290,2553,2182,3717,1957,3942
CS2503,2025-02-12 21:42:06.544000-11:00,205000008290,2553,2185,3717,1959,3943
CS2503,2025-02-12 21:42:06.795000-11:00,205000008290,2553,2188,3717,1959,3946
CS2503,2025-02-12 21:42:07.045000-11:00,205000008290,2553,2190,3717,1960,3947
CS2503,2025-02-12 21:42:07.559000-11:00,205000008290,2553,2194,3717,1964,3947
CS2503,2025-02-12 21:42:10.316000-11:00,205000008290,2553,2253,3727,1990,3990
CS2503,2025-02-12 21:42:11.790000-11:00,205000008290,2553,2253,3728,1991,3990
CS2503,2025-02-12 21:42:14.814000-11:00,205000008290,2553,2253,3729,1992,3990
CS2503,2025-02-12 21:42:24.045000-11:00,205000008290,2553,2253,3730,1992,3991
CS2503,2025-02-12 21:42:24.544000-11:00,205000008290,2553,2253,3732,1992,3993
CS2503,2025-02-12 21:42:30.542000-11:00,205000008290,2553,2253,3740,1992,4001
CS2503,2025-02-12 21:42:33.064000-11:00,205000008290,2553,2254,3740,1993,4001
CS2503,2025-02-12 21:42:37.815000-11:00,205000008290,2553,2254,3741,1993,4002
CS2503,2025-02-12 21:42:38.051000-11:00,205000008290,2553,2255,3741,1994,4002
CS2503,2025-02-12 21:42:38.300000-11:00,205000008290,2553,2255,3742,1994,4003
CS2503,2025-02-12 21:42:43.323000-11:00,205000008290,2553,2255,3743,1994,4004
CS2503,2025-02-12 21:42:54.548000-11:00,205000008290,2553,2256,3743,1995,4004
CS2503,2025-02-12 21:42:58.046000-11:00,205000008290,2553,2257,3743,1996,4004
CS2503,2025-02-12 21:43:00.574000-11:00,205000008290,2553,2257,3745,1998,4004
CS2503,2025-02-12 21:43:03.552000-11:00,205000008290,2553,2257,3746,1998,4005
CS2503,2025-02-12 21:43:04.048000-11:00,205000008290,2553,2258,3746,1999,4005
CS2503,2025-02-12 21:43:05.045000-11:00,205000008290,2553,2259,3746,2000,4005
CS2503,2025-02-12 21:43:09.048000-11:00,205000008290,2553,2260,3746,2001,4005
CS2503,2025-02-12 21:43:26.550000-11:00,205000008290,2553,2261,3746,2002,4005
CS2503,2025-02-12 21:43:29.791000-11:00,205000008290,2553,2261,3747,2002,4006
CS2503,2025-02-12 21:43:31.822000-11:00,205000008290,2553,2261,3748,2002,4007
CS2503,2025-02-12 21:43:34.541000-11:00,205000008290,2553,2261,3749,2003,4007
CS2503,2025-02-12 21:43:43.538000-11:00,205000008290,2553,2261,3750,2003,4008
CS2503,2025-02-12 21:43:44.290000-11:00,205000008290,2553,2261,3751,2003,4009
CS2503,2025-02-12 21:43:49.546000-11:00,205000008290,2553,2261,3752,2004,4009
CS2503,2025-02-12 21:43:49.816000-11:00,205000008290,2553,2262,3752,2005,4009
CS2503,2025-02-12 21:44:04.041000-11:00,205000008290,2553,2264,3752,2007,4009
CS2503,2025-02-12 21:44:14.037000-11:00,205000008290,2553,2264,3753,2007,4010
CS2503,2025-02-12 21:44:18.050000-11:00,205000008290,2553,2264,3754,2008,4010
CS2503,2025-02-12 21:44:24.326000-11:00,205000008290,2553,2264,3762,2012,4014
CS2503,2025-02-12 21:44:27.038000-11:00,205000008290,2553,2265,3762,2013,4014
CS2503,2025-02-12 21:44:29.786000-11:00,205000008290,2553,2265,3798,2013,4050
CS2503,2025-02-12 21:44:57.315000-11:00,205000008290,2553,2266,3800,2016,4050
CS2503,2025-02-12 21:45:01.067000-11:00,205000008290,2553,2270,3815,2016,4069
CS2503,2025-02-12 21:45:04.549000-11:00,205000008290,2553,2272,3815,2017,4070
CS2503,2025-02-12 21:45:05.049000-11:00,205000008290,2553,2273,3815,2017,4071
CS2503,2025-02-12 21:45:05.549000-11:00,205000008290,2553,2274,3815,2017,4072
CS2503,2025-02-12 21:45:08.795000-11:00,205000008290,2553,2277,3815,2017,4075
CS2503,2025-02-12 21:45:09.790000-11:00,205000008290,2553,2280,3815,2017,4078
CS2503,2025-02-12 21:45:16.326000-11:00,205000008290,2553,2280,3816,2018,4078
CS2503,2025-02-12 21:45:18.329000-11:00,205000008290,2553,2281,3816,2019,4078
CS2503,2025-02-12 21:45:19.819000-11:00,205000008290,2553,2281,3817,2020,4078
CS2503,2025-02-12 21:45:20.563000-11:00,205000008290,2553,2282,3817,2020,4079
CS2503,2025-02-12 21:45:22.292000-11:00,205000008290,2553,2282,3818,2021,4079
CS2503,2025-02-12 21:45:28.325000-11:00,205000008290,2553,2284,3818,2021,4081
CS2503,2025-02-12 21:45:30.051000-11:00,205000008290,2553,2284,3819,2021,4082
CS2503,2025-02-12 21:45:31.825000-11:00,205000008290,2553,2285,3819,2021,4083
CS2503,2025-02-12 21:45:33.845000-11:00,205000008290,2553,2286,3819,2021,4084
CS2503,2025-02-12 21:45:41.335000-11:00,205000008290,2553,2287,3819,2021,4085
CS2503,2025-02-12 21:45:41.560000-11:00,205000008290,2553,2288,3819,2021,4086
CS2503,2025-02-12 21:45:43.290000-11:00,205000008290,2553,2288,3820,2022,4086
CS2503,2025-02-12 21:45:46.044000-11:00,205000008290,2553,2289,3820,2022,4087
CS2503,2025-02-12 21:45:47.045000-11:00,205000008290,2553,2294,3820,2025,4089
CS2503,2025-02-12 21:45:47.295000-11:00,205000008290,2553,2310,3855,2071,4094
CS2503,2025-02-12 21:45:47.553000-11:00,205000008290,2553,2311,3855,2071,4095
CS2503,2025-02-12 21:45:52.544000-11:00,205000008290,2553,2311,3857,2071,4097
CS2503,2025-02-12 21:45:55.545000-11:00,205000008290,2553,2312,3858,2071,4099
CS2503,2025-02-12 21:45:57.078000-11:00,205000008290,2553,2316,3858,2072,4102
CS2503,2025-02-12 21:45:58.328000-11:00,205000008290,2553,2316,3859,2072,4103
CS2503,2025-02-12 21:46:02.820000-11:00,205000008290,2553,2317,3859,2072,4104
CS2503,2025-02-12 21:46:05.542000-11:00,205000008290,2553,2320,3859,2072,4107
CS2503,2025-02-12 21:46:06.043000-11:00,205000008290,2553,2321,3859,2072,4108
CS2503,2025-02-12 21:46:06.547000-11:00,205000008290,2553,2322,3859,2072,4109
CS2503,2025-02-12 21:46:08.039000-11:00,205000008290,2553,2322,3866,2076,4112
CS2503,2025-02-12 21:46:08.320000-11:00,205000008290,2553,2380,3913,2117,4176
CS2503,2025-02-12 21:46:10.542000-11:00,205000008290,2553,2380,3914,2117,4177
CS2503,2025-02-12 21:46:10.790000-11:00,205000008290,2553,2380,3915,2117,4178
CS2503,2025-02-12 21:46:11.316000-11:00,205000008290,2553,2380,3916,2117,4179
CS2503,2025-02-12 21:46:12.294000-11:00,205000008290,2553,2380,3916,2117,4179
CS2503,2025-02-12 21:46:12.551000-11:00,205000008290,2553,2380,3916,2117,4179
CS2503,2025-02-12 21:46:13.544000-11:00,205000008290,2553,2380,3916,2117,4179
CS2503,2025-02-12 21:46:14.829000-11:00,205000008290,2553,2381,3916,2117,4180
CS2503,2025-02-12 21:46:17.290000-11:00,205000008290,2553,2381,3916,2117,4180
CS2503,2025-02-12 21:46:20.336000-11:00,205000008290,2553,2383,3916,2117,4182
CS2503,2025-02-12 21:46:21.550000-11:00,205000008290,2553,2385,3916,2117,4184
CS2503,2025-02-12 21:46:23.288000-11:00,205000008290,2553,2385,3916,2117,4184
CS2503,2025-02-12 21:46:26.051000-11:00,205000008290,2553,2385,3916,2117,4184
CS2503,2025-02-12 21:46:28.830000-11:00,205000008290,2553,2385,3916,2117,4184
CS2503,2025-02-12 21:46:32.034000-11:00,205000008290,2553,2385,3916,2117,4184
CS2503,2025-02-12 21:46:35.545000-11:00,205000008290,2553,2386,3916,2118,4184
CS2503,2025-02-12 21:46:38.045000-11:00,205000008290,2553,2386,3916,2118,4184
CS2503,2025-02-12 21:46:38.311000-11:00,205000008290,2553,2386,3916,2118,4184
CS2503,2025-02-12 21:46:41.293000-11:00,205000008290,2553,2387,3916,2119,4184
CS2503,2025-02-12 21:46:44.563000-11:00,205000008290,2553,2387,3916,2119,4184
CS2503,2025-02-12 21:46:46.551000-11:00,205000008290,2553,2387,3916,2119,4184
CS2503,2025-02-12 21:46:49.321000-11:00,205000008290,2553,2387,3916,2119,4184
CS2503,2025-02-12 21:46:51.546000-11:00,205000008290,2553,2387,3916,2119,4184
CS2503,2025-02-12 21:46:57.326000-11:00,205000008290,2553,2387,3916,2119,4184
CS2503,2025-02-12 21:47:00.334000-11:00,205000008290,2553,2387,3916,2119,4184
CS2503,2025-02-12 21:47:02.322000-11:00,205000008290,2553,2387,3916,2119,4184
CS2503,2025-02-12 21:47:03.798000-11:00,205000008290,2553,2387,3916,2119,4184
CS2503,2025-02-12 21:47:04.550000-11:00,205000008290,2553,2387,3916,2119,4184
CS2503,2025-02-12 21:47:04.796000-11:00,205000008290,2553,2387,3916,2119,4184
CS2503,2025-02-12 21:47:08.841000-11:00,205000008290,2553,2387,3916,2119,4184
CS2503,2025-02-12 21:47:09.070000-11:00,205000008290,2553,2387,3916,2119,4184
CS2503,2025-02-12 21:47:10.363000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:10.845000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:11.055000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:11.333000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:14.049000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:14.549000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:21.796000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:22.046000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:22.826000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:29.316000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:31.046000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:34.820000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:39.039000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:41.039000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:42.042000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:45.326000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:49.045000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:49.795000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:54.541000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:47:56.549000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:04.546000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:05.037000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:12.318000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:12.540000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:14.298000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:19.799000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:21.319000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:27.535000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:28.546000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:30.030000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:33.816000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:34.052000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:35.055000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:35.546000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:38.546000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:38.793000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:42.048000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:44.294000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:48:50.557000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:49:00.047000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:49:02.056000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:49:12.541000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:49:14.555000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:49:22.543000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:49:24.290000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:49:28.788000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:49:29.540000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:49:31.785000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:49:39.534000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:49:43.035000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:49:48.032000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:49:54.285000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:02.283000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:05.552000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:06.046000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:07.533000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:09.033000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:09.281000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:10.283000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:11.315000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:12.536000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:17.543000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:20.289000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:20.536000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:21.048000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:23.544000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:24.281000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:26.810000-11:00,205000008290,2553,2388,3916,2120,4184
CS2503,2025-02-12 21:50:27.030000-11:00,205000008290,2553,2388,3920,2120,4188
CS2503,2025-02-12 21:50:37.790000-11:00,205000008290,2553,2393,3921,2126,4188
CS2503,2025-02-12 21:50:44.542000-11:00,205000008290,2553,2393,3922,2126,4189
CS2503,2025-02-12 21:50:49.040000-11:00,205000008290,2553,2393,3922,2126,4189
CS2503,2025-02-12 21:50:49.291000-11:00,205000008290,2553,2393,3922,2126,4189
CS2503,2025-02-12 21:50:56.788000-11:00,205000008290,2553,2395,3922,2128,4189
CS2503,2025-02-12 21:50:57.043000-11:00,205000008290,2553,2396,3922,2128,4190
CS2503,2025-02-12 21:51:03.554000-11:00,205000008290,2553,2396,3922,2128,4190
CS2503,2025-02-12 21:51:04.068000-11:00,205000008290,2553,2396,3922,2128,4190
CS2503,2025-02-12 21:51:05.546000-11:00,205000008290,2553,2396,3922,2128,4190
CS2503,2025-02-12 21:51:06.292000-11:00,205000008290,2553,2397,3922,2128,4191
CS2503,2025-02-12 21:51:42.532000-11:00,205000008290,2553,2398,3922,2129,4191
CS2503,2025-02-12 21:51:44.351000-11:00,205000008290,2553,2398,3923,2129,4192
CS2503,2025-02-12 21:51:52.321000-11:00,205000008290,2553,2398,3924,2129,4193
CS2503,2025-02-12 21:52:06.043000-11:00,205000008290,2553,2464,4042,2196,4310
CS2503,2025-02-12 21:52:06.533000-11:00,205000008290,2553,2467,4042,2199,4310
CS2503,2025-02-12 21:52:06.810000-11:00,205000008290,2553,2468,4042,2200,4310
CS2503,2025-02-12 21:52:07.031000-11:00,205000008290,2553,2469,4042,2201,4310
CS2503,2025-02-12 21:52:07.780000-11:00,205000008290,2553,2471,4042,2202,4311
CS2503,2025-02-12 21:52:11.032000-11:00,205000008290,2553,2472,4042,2202,4312
CS2503,2025-02-12 21:52:11.283000-11:00,205000008290,2553,2472,4090,2235,4327
CS2503,2025-02-12 21:52:12.034000-11:00,205000008290,2553,2473,4090,2236,4327
CS2503,2025-02-12 21:52:14.779000-11:00,205000008290,2553,2477,4090,2236,4331
CS2503,2025-02-12 21:52:19.027000-11:00,205000008290,2553,2479,4090,2237,4332
CS2503,2025-02-12 21:52:19.279000-11:00,205000008290,2553,2480,4090,2238,4332
CS2503,2025-02-12 21:52:24.531000-11:00,205000008290,2553,2481,4090,2238,4333
CS2503,2025-02-12 21:52:26.777000-11:00,205000008290,2553,2481,4092,2238,4335
CS2503,2025-02-12 21:52:27.281000-11:00,205000008290,2553,2481,4093,2238,4336
CS2503,2025-02-12 21:52:34.042000-11:00,205000008290,2553,2482,4093,2238,4337
CS2503,2025-02-12 21:52:36.799000-11:00,205000008290,2553,2482,4093,2238,4337
CS2503,2025-02-12 21:52:38.041000-11:00,205000008290,2553,2482,4093,2238,4337
CS2503,2025-02-12 21:52:39.040000-11:00,205000008290,2553,2482,4093,2238,4337
CS2503,2025-02-12 21:53:05.044000-11:00,205000008290,2553,2483,4093,2239,4337
CS2503,2025-02-12 21:53:18.287000-11:00,205000008290,2553,2483,4094,2239,4338
CS2503,2025-02-12 21:53:18.784000-11:00,205000008290,2553,2484,4094,2240,4338
CS2503,2025-02-12 21:53:23.038000-11:00,205000008290,2553,2485,4094,2240,4339
CS2503,2025-02-12 21:53:53.780000-11:00,205000008290,2553,2493,4095,2240,4348
CS2503,2025-02-12 21:54:08.803000-11:00,205000008290,2553,2494,4097,2240,4351
CS2503,2025-02-12 21:54:14.033000-11:00,205000008290,2553,2494,4097,2240,4351
CS2503,2025-02-12 21:54:21.818000-11:00,205000008290,2553,2494,4097,2240,4351
CS2503,2025-02-12 21:54:23.811000-11:00,205000008290,2553,2494,4098,2240,4352
CS2503,2025-02-12 21:54:33.040000-11:00,205000008290,2553,2494,4099,2240,4353
CS2503,2025-02-12 21:54:33.540000-11:00,205000008290,2553,2494,4100,2240,4354
CS2503,2025-02-12 21:54:36.288000-11:00,205000008290,2553,2494,4100,2240,4354
CS2503,2025-02-12 21:54:37.552000-11:00,205000008290,2553,2494,4100,2240,4354
CS2503,2025-02-12 21:54:38.785000-11:00,205000008290,2553,2494,4101,2240,4355
CS2503,2025-02-12 21:54:41.042000-11:00,205000008290,2553,2494,4103,2240,4357
CS2503,2025-02-12 21:54:46.542000-11:00,205000008290,2553,2494,4103,2240,4357
CS2503,2025-02-12 21:54:49.306000-11:00,205000008290,2553,2494,4104,2240,4358
CS2503,2025-02-12 21:55:19.551000-11:00,205000008290,2553,2494,4105,2240,4359
CS2503,2025-02-12 21:55:24.043000-11:00,205000008290,2553,2494,4106,2241,4359
CS2503,2025-02-12 21:55:24.535000-11:00,205000008290,2553,2494,4107,2241,4360
CS2503,2025-02-12 21:55:30.533000-11:00,205000008290,2553,2494,4108,2242,4360
CS2503,2025-02-12 21:55:34.033000-11:00,205000008290,2553,2494,4109,2242,4361
CS2503,2025-02-12 21:55:45.542000-11:00,205000008290,2553,2494,4110,2242,4362
CS2503,2025-02-12 21:55:48.820000-11:00,205000008290,2553,2497,4111,2242,4366
CS2503,2025-02-12 21:55:49.321000-11:00,205000008290,2553,2497,4113,2242,4368
CS2503,2025-02-12 21:55:56.036000-11:00,205000008290,2553,2498,4115,2243,4370
CS2503,2025-02-12 21:55:59.028000-11:00,205000008290,2553,2498,4116,2244,4370
CS2503,2025-02-12 21:56:01.030000-11:00,205000008290,2553,2500,4116,2244,4372
CS2503,2025-02-12 21:56:28.028000-11:00,205000008290,2553,2500,4116,2244,4372
CS2503,2025-02-12 21:56:32.805000-11:00,205000008290,2553,2500,4116,2244,4372
CS2503,2025-02-12 21:56:34.041000-11:00,205000008290,2553,2500,4116,2244,4372
CS2503,2025-02-12 21:56:43.288000-11:00,205000008290,2553,2500,4116,2244,4372
CS2503,2025-02-12 21:56:44.539000-11:00,205000008290,2553,2501,4117,2244,4374
CS2503,2025-02-12 21:56:44.804000-11:00,205000008290,2553,2501,4117,2244,4374
CS2503,2025-02-12 21:56:49.034000-11:00,205000008290,2553,2501,4118,2245,4374
CS2503,2025-02-12 21:56:56.783000-11:00,205000008290,2553,2501,4118,2245,4374
CS2503,2025-02-12 21:57:03.035000-11:00,205000008290,2553,2501,4120,2245,4376
CS2503,2025-02-12 21:57:09.048000-11:00,205000008290,2553,2501,4124,2249,4376
CS2503,2025-02-12 21:57:33.802000-11:00,205000008290,2553,2501,4127,2249,4379
CS2503,2025-02-12 21:58:00.532000-11:00,205000008290,2553,2501,4127,2249,4379
CS2503,2025-02-12 21:58:01.031000-11:00,205000008290,2553,2509,4128,2258,4379
CS2503,2025-02-12 21:58:02.530000-11:00,205000008290,2553,2509,4128,2258,4379
CS2503,2025-02-12 21:58:04.030000-11:00,205000008290,2553,2510,4128,2258,4380
CS2503,2025-02-12 21:58:05.279000-11:00,205000008290,2553,2510,4128,2258,4380
CS2503,2025-02-12 21:58:07.543000-11:00,205000008290,2553,2510,4129,2258,4381
CS2503,2025-02-12 21:58:15.776000-11:00,205000008290,2553,2511,4131,2259,4383
CS2503,2025-02-12 21:58:21.543000-11:00,205000008290,2553,2511,4132,2260,4383
CS2503,2025-02-12 21:58:22.531000-11:00,205000008290,2553,2511,4136,2262,4385
CS2503,2025-02-12 21:58:27.525000-11:00,205000008290,2553,2513,4136,2262,4387
CS2503,2025-02-12 21:58:30.301000-11:00,205000008290,2553,2513,4136,2262,4387
CS2503,2025-02-12 21:58:32.777000-11:00,205000008290,2553,2513,4136,2262,4387
CS2503,2025-02-12 21:58:37.784000-11:00,205000008290,2553,2513,4136,2262,4387
CS2503,2025-02-12 21:58:41.535000-11:00,205000008290,2553,2513,4136,2262,4387
CS2503,2025-02-12 21:59:07.282000-11:00,205000008290,2553,2513,4136,2262,4387
CS2503,2025-02-12 21:59:11.531000-11:00,205000008290,2553,2514,4136,2262,4388
CS2503,2025-02-12 21:59:18.035000-11:00,205000008290,2553,2515,4136,2262,4389
CS2503,2025-02-12 21:59:27.275000-11:00,205000008290,2553,2516,4137,2262,4391
CS2503,2025-02-12 22:00:02.030000-11:00,205000008290,2553,2518,4137,2262,4393
CS2503,2025-02-12 22:00:09.522000-11:00,205000008290,2553,2518,4137,2262,4393
CS2503,2025-02-12 22:00:10.023000-11:00,205000008290,2553,2518,4137,2262,4393
CS2503,2025-02-12 22:00:10.295000-11:00,205000008290,2553,2519,4137,2263,4393
CS2503,2025-02-12 22:00:28.024000-11:00,205000008290,2553,2520,4137,2263,4394
CS2503,2025-02-12 22:00:32.524000-11:00,205000008290,2553,2521,4137,2263,4395
CS2503,2025-02-12 22:00:32.771000-11:00,205000008290,2553,2522,4137,2264,4395
CS2503,2025-02-12 22:00:36.284000-11:00,205000008290,2553,2579,4145,2264,4460
CS2503,2025-02-12 22:00:36.532000-11:00,205000008290,2553,2604,4186,2281,4509
CS2503,2025-02-12 22:00:37.785000-11:00,205000008290,2553,2605,4186,2282,4509
CS2503,2025-02-12 22:00:59.032000-11:00,205000008290,2553,2606,4186,2283,4509
CS2503,2025-02-12 22:01:00.820000-11:00,205000008290,2553,2606,4188,2283,4511
CS2503,2025-02-12 22:01:03.535000-11:00,205000008290,2553,2609,4188,2283,4514
CS2503,2025-02-12 22:01:05.321000-11:00,205000008290,2553,2612,4188,2284,4516
CS2503,2025-02-12 22:01:05.544000-11:00,205000008290,2553,2613,4188,2285,4516
CS2503,2025-02-12 22:01:15.033000-11:00,205000008290,2553,2616,4188,2288,4516
CS2503,2025-02-12 22:01:35.278000-11:00,205000008290,2553,2641,4199,2298,4542
CS2503,2025-02-12 22:01:38.030000-11:00,205000008290,2553,2642,4199,2298,4543
CS2503,2025-02-12 22:01:39.044000-11:00,205000008290,2553,2643,4199,2299,4543
CS2503,2025-02-12 22:01:47.273000-11:00,205000008290,2553,2644,4199,2299,4544
CS2503,2025-02-12 22:01:49.303000-11:00,205000008290,2553,2645,4199,2300,4544
CS2503,2025-02-12 22:01:57.524000-11:00,205000008290,2553,2648,4200,2304,4544
CS2503,2025-02-12 22:02:00.523000-11:00,205000008290,2553,2649,4200,2305,4544
CS2503,2025-02-12 22:02:00.772000-11:00,205000008290,2553,2650,4200,2305,4545
CS2503,2025-02-12 22:02:02.027000-11:00,205000008290,2553,2652,4201,2306,4547
CS2503,2025-02-12 22:02:21.279000-11:00,205000008290,2553,2652,4201,2306,4547
CS2503,2025-02-12 22:02:27.529000-11:00,205000008290,2553,2652,4201,2306,4547
CS2503,2025-02-12 22:02:33.025000-11:00,205000008290,2553,2653,4201,2306,4548
CS2503,2025-02-12 22:02:37.309000-11:00,205000008290,2553,2658,4201,2311,4548
